date, number_of_issues, number_of_pull_requests, number_of_commits
2016-09-09, 18, 18, 49
2016-09-10, 7, 7, 10
2016-09-11, 7, 7, 18
2016-09-12, 21, 21, 35
2016-09-13, 21, 21, 38
2016-09-14, 32, 32, 50
2016-09-15, 34, 34, 61
2016-09-16, 21, 21, 45
2016-09-17, 12, 12, 25
2016-09-18, 2, 2, 6
2016-09-19, 17, 17, 32
2016-09-20, 21, 21, 39
2016-09-21, 16, 16, 27
2016-09-22, 28, 28, 46
2016-09-23, 49, 49, 60
2016-09-24, 14, 14, 21
2016-09-25, 11, 11, 27
2016-09-26, 16, 16, 20
2016-09-27, 11, 11, 18
2016-09-28, 18, 18, 31
2016-09-29, 19, 19, 33
2016-09-30, 10, 10, 32
2016-10-01, 3, 3, 19
2016-10-02, 8, 8, 9
2016-10-03, 13, 13, 17
2016-10-04, 16, 16, 28
2016-10-05, 16, 16, 30
2016-10-06, 28, 28, 56
2016-10-07, 18, 18, 26
2016-10-08, 7, 7, 20
2016-10-09, 6, 6, 12
2016-10-10, 15, 15, 30
2016-10-11, 25, 25, 52
2016-10-12, 21, 21, 37
2016-10-13, 19, 19, 42
2016-10-14, 18, 18, 39
2016-10-15, 9, 9, 29
2016-10-16, 13, 13, 31
2016-10-17, 13, 13, 37
2016-10-18, 20, 20, 47
2016-10-19, 18, 18, 39
2016-10-20, 15, 15, 28
2016-10-21, 17, 17, 48
2016-10-22, 7, 7, 15
2016-10-23, 6, 6, 17
2016-10-24, 16, 16, 36
2016-10-25, 32, 32, 57
2016-10-26, 22, 22, 44
2016-10-27, 13, 13, 20
2016-10-28, 13, 13, 27
2016-10-29, 9, 9, 16
2016-10-30, 16, 16, 22
2016-10-31, 26, 26, 45
2016-11-01, 19, 19, 36
2016-11-02, 36, 36, 64
2016-11-03, 11, 11, 38
2016-11-04, 9, 9, 26
2016-11-05, 8, 8, 18
2016-11-06, 5, 5, 20
2016-11-07, 20, 20, 34
2016-11-08, 13, 13, 30
2016-11-09, 10, 10, 25
2016-11-10, 15, 15, 29
2016-11-11, 16, 16, 25
2016-11-12, 17, 17, 41
2016-11-13, 20, 20, 36
2016-11-14, 14, 14, 33
2016-11-15, 29, 29, 52
2016-11-16, 17, 17, 34
2016-11-17, 22, 22, 40
2016-11-18, 18, 18, 48
2016-11-19, 7, 7, 17
2016-11-20, 17, 17, 33
2016-11-21, 7, 7, 11
2016-11-22, 8, 8, 11
2016-11-23, 3, 3, 7
2016-11-24, 8, 8, 27
2016-11-25, 12, 12, 28
2016-11-26, 4, 4, 13
2016-11-27, 8, 8, 36
2016-11-28, 26, 26, 40
2016-11-29, 9, 9, 32
2016-11-30, 19, 19, 42
2016-12-01, 17, 17, 33
2016-12-02, 29, 29, 65
2016-12-03, 13, 13, 21
2016-12-04, 8, 8, 24
2016-12-05, 23, 23, 54
2016-12-06, 27, 27, 64
2016-12-07, 16, 16, 50
2016-12-08, 21, 21, 49
2016-12-09, 26, 26, 67
2016-12-10, 16, 16, 28
2016-12-11, 21, 21, 44
2016-12-12, 27, 27, 49
2016-12-13, 20, 20, 51
2016-12-14, 24, 24, 50
2016-12-15, 35, 35, 77
